Company,recom,pros,cons,sector
KPMG,1,"Great colleagues Structured career path Good pay for fresh grads/entry-level positions Quality mentorship  Lots of fun work socials Great benefits (health, dental, fitness)",High stress Long hours High expectations High learning curve,Consulting
KPMG,0,Very Nice people to work with,"long hours, work assign to you can not be get done in 8 hrs",Consulting
KPMG,1,"- The experience in public practice is a great well-rounded foundation to build a career. - Given the large number of younger employees who are articling students, there is a substantial support network for completing your professional qualification requirements. - There's a significant amount of variety in your work from working on a number of clients. - Overtime policy in certain offices.","- Work/life balance is only achieved within the course of a year for those in audit. While the summer months allow you to focus more on a life outside of work, the winter months are grueling and there isn't much understanding for having any commitments outside of work. - There's a large discrepancy in the qualify of management. Some individuals are great (evidenced by strong coaching skills, delivering quick feedback), while others tend to be less attentive or can takea dvantage fo you.",Consulting
KPMG,NA,The work is challenging and presents great learning opportunities. We get a broad exposure to different issues as well as opportunities to take on more responsibilities early in one's career.,During busier times there's a distinct lack of respect for personal time and people. Management would give negative feedback to individuals in front of the rest of the group. Promotion opportunities and pay is based on personality and how much income needs to be retained for the partners so senior accountants can see themselves making little more than what they did as an intern. Also because of these reasons the practice becomes severely understaffed.,Consulting
KPMG,1,"Training, culture, the people are great.",The nature of accounting can be quite boring.,Consulting
KPMG,0,"Work culture.  Compensation and HR perks, relative to other Big4 firms.  Working in large teams, promoting knowledge sharing and collaboration to provide the best advice. Partners opening doors to sharing client base.",Partners can often convey inconsistent messages.  CEO speaks a message that is not supported by many partners in daily interactions.  Little transparency on individual team strategy and results.,Consulting
KPMG,1,"- great people, chance to make some good friends and build your network - very social - lots of fun parties and social activities to get involved in - supportive environment - easy to talk to management, get help - interesting opportunity to take a look at many different businesses - great place for a ""STARTER CAREER"" but not a place I would settled down in the long-run - good perks and benefits, salary allowed me to pay off all my student debt within a year - huge focus on the community - community leadership, volunteering, connecting with the local community - and it seems very genuine","- everyone is looking to get out - slave labour at time and the work sucks. absolutely no value added - very unpredictable - you can get lucky and work decent hours or just get staffed on the worst jobs ever and get completely screwed over - hard to maintain a personal life and make plans, especially during ""busy season"". unrealistic to expect that employees are just to give up their lives for a period of time every year.",Consulting
KPMG,1,"Great place to work, invest in development, good benefits, fitness allowance.  Lots of opportunities to work in areas that interest you.",Pressure to bring in business and always be over 100% busy.,Consulting
KPMG,1,"Terrific pay, benefits, training, atmosphere, structure",Not much room for growth,Consulting
KPMG,1,People are professional and friendly,Lack of recognition and reward,Consulting
KPMG,0,great benefits/bonus/work arrangements etc. career advancement,culture is not for everyone similar to a law firm environment,Consulting
KPMG,1,Global firm with multiple relationships especially with private companies,Reliant on audit business and audit partners have relatively weak business acumen,Consulting
KPMG,1,Opportunity to work with global clients on complex business problems,"Very public sector heavy with it's current client base, culture is not stimulating or engaging, and lack of team oriented approaches",Consulting
KPMG,1,"Great work, great location and great people",work life balance is an issue; long hours of work,Consulting
KPMG,1,"Excellent in providing work/life balance. Flexible work schedules, personal days and generous vacation time.","Improve communication from management, be clear and fair.",Consulting
KPMG,0,"- interesting work, If you have access to it - work with many smart people","- performance review process is a joke; grading is done in secret before the employee even begins their self-evaluation process - shared services (core services) employees are looked at as bottom of the barrel by the partners and CAs - your voice is never heard - only lip-service but not actual efforts paid to work-life balance, physical and mental health - no opportunities to move around, even in your own team, unless you are personally favoured by senior managers - pay for non-CAs is sub-standard",Consulting
KPMG,0,"You learn a lot of the job, and its a very credible organization. Looks amazing on your cv.","You must complain to get attention or have things changed. Those who complained got rewarded. Those who did not complain and did the same work, NEVER got rewarded.",Consulting
KPMG,1,"Professional environment, competitive pay. Well-prepared management and executives.",Cannot think of any cons at the moment.  Would only be knit-picking.,Consulting
KPMG,1,Very professional environment. Lots of opportunities.,Workloads can sometimes be significant,Consulting
KPMG,0,"-Generally collegial atmosphere (Advisory) -Pockets of expertise/talent in some practices (healthcare practice is tops, risk consulting is strong) -High quality offices/facilities/locations -Strong global brand (although weak brand in Canada) -Great community involvement / presence -Above average work-life balance for consulting (below-average travel demands)","-Leadership vacuum at KPMG Canada: the executive team is aloof -Advisory does mostly operational/middle management consulting for low dollars, not very cutting edge or agenda-setting. -Major cost-cutting: external training, conferences, lunches or team celebrations stopped -Talent issues: record-low promotions, compensation stagnating, forced days off, single digit bonuses, spotty performance management, low morale after 3 straight bad years for the firm",Consulting
KPMG,1,Lots of great training Lots of great benefits,Not enough focus on compensation,Consulting
KPMG,1,Very flexible work environment Paid overtime Pay is ok Benefits are above average,"Firm assurance software and approach is poor Training is more about conforming to a uniform approach as opposed to thinking about situations and how to make things more efficient A very 'conformist' environment, if you follow the manual you're good to go -  'this is how we do it, regardless of the circumstances'",Consulting
KPMG,0,"a lot of exposure, international firm, great opportunities","a lot of internal competition, firm suffering, cannot compete with smaller firms as overhead is too big",Consulting
KPMG,1,Excellent work experience with a world class organization,Low pay than other organizations. They measure employee's pay amongst other similar organizations. IT is different though.,Consulting
KPMG,1,"KPMG has one of the best environments to work in. The work experience that you gain is amazing and you are exposed to companies of all sizes and industries. Further, the people you work with couldn't be better.","Work/life balance is not the greatest. They definitely promote it; however, it's clear that work always takes precedent over pesonal life when during busy season. I have worked countless 12+ days which can be draining and make your personal life non-existent.   Not only is the pay for KPMG the worst amongst the Big 4, it's signifcantly less",Consulting
KPMG,0,Good resources available and learning tools,They treat employees as if the employee is luck to have the job,Consulting
KPMG,1,-Great people and working atmosphere -Ample Opportunity to build rapport with the client -lots of travelling opportunities,"-some of the tasks Can be redundant, you Really need to love excel and accounting -high turnover as Most people leaver right after They get their designation",Consulting
KPMG,1,"Nice people, interesting work, opportunity to learn and grow. Fair salary and good benefits. Very community involved workplace with many events to help charities and non-profit organizations. Managers are being to try to connect with the lower level workers which is refreshing from a large corporation.",Like many big companies consultants sometimes get 'overlooked'. Travel demands can sometimes be a strain on family life. Bonuses and salary increases are hard to come by these days.,Consulting
KPMG,1,A huge amount of experience in a short amount of time.,"Long hours, not the best pay.",Consulting
KPMG,0,"Sometimes the there are food scraps left in the staff kitchen from meetings and Partner breakfasts, which you can feast upon. Definitely some of my fondest memories from my time with this company.","Long hours, no work/life balance, unapproachable management, politics, very narrow career path for an engineer, boring and repetitive routine tasks. Evening and weekend work 6.5 days out of 7. You can feel yourself aging on a daily basis, and many of my co-workers looked 5 years older than they were.",Consulting
KPMG,0,Some people are great to work with. Some potential for career growth/development (getting exposure to systems you normally wouldn't in other organizations). Some great relationships can come out of it. Learn what *not* to do.,"Everything starts from the top and trickles down. The IT department is seen as a line-item expense on the balance sheet, not as an enabler of opportunities. If you are not part of the ""management boys club"", then you are a mere minion. Management definitely lacks leadership and people skills. Management only cares about themselves and how they look to their ""clients"" (the partners'). Looking good means saving money and maintaining a lean operation. Employees are burnt out - too much to do, never enough time, unforeseen issues always arise, very little (if any) planning, ""just get it done and worry about it later"" attitude, static/unreasonable timelines, lost headcount is rarely replaced. If something wrong happens, someone is going to get burned for it. Displacement of responsibility (i.e. blame) is common. It is no surprise no one wants to take responsibility/ownership of anything. No transparency. Poor communication. No one ever knows what's going on. Very little opportunities to move up. Very ""top-heavy"" (management:employees ~ 1:3). Do not foster a ""promote within"" mentality. Employees are resources that are easily disposable/replaceable. Mentality with technology is so risk averse that it actually moves backwards.",Consulting
KPMG,1,Great people to work with.,Compensation is poor. HR is not helpful.,Consulting
KPMG,1,"very successful, profitable firm, smart people, good compensation and benefits, good work environment (physical), good brand recongnition","Projects can have long hours, a lot depends on your immediate group and partners you work with - you can land on an unpleasant/demanding/stupid one",Consulting
KPMG,0,Some partners are very approachable and helpful.,Compensation is lower than in other Canadian cities.,Consulting
KPMG,1,Good atmosphere and flexible work balance,Little to no opportunity to move into a marketing manager position,Consulting
KPMG,1,Exposure to big name clients and project management at a very early stage in career,Politics; Long hours; Lack of recognition,Consulting
KPMG,1,"Great people, culture and support. The firm provides mentorship and a lot of support for those going through the exams to obtain their CA designation. They also give varying amounts of responsibility depending on what you are looking for.",Perhaps not enough people enjoyed their work. DIdn't meet anyone at the firm who truly enjoyed what they were doing and were not planning to leave the firm,Consulting
KPMG,1,I chose to work at KPMG because it has high aspirations from its ,"ulting Practice in Canada. I believe with a renewed focus on building the consulting practice, there would be ample opportunities of growth and impact at all tiers in the firm.ConsKPMG Consulting in Canada is doing a great job at expanding into new sectors and clients. However, one of the hottest sectors in Canada - Oil & Gas is not on the radar of KPMG.",Consulting
KPMG,0,"Good client base, location of offices, looks good on your cv.","Management, Rewards, career opportunities, Management style.",Consulting
KPMG,1,Great working atmosphere.  Ability to work remotely,Not much room for advancement,Consulting
KPMG,1,great training programs; exposure to various tax issues,long hours; lots of overtime during busy season,Consulting
KPMG,1,"Great people to work with, above average pay and a continuous drive in every one around you to improve both personally and professionally","high-pressure, demanding lengthy time commitments and the ability to manage multiple projects at once can sometimes take a toll on your personal life - but KPMG manages the nature of this work far better than other firms",Consulting
KPMG,1,"Good benefits program - subsidized fitness memberships, intern gifts and social events","Long hours, competitive, traveling required",Consulting
KPMG,1,good work/life balance relative to other places I've worked at.,It can take a while to get things done (company is very large),Consulting
KPMG,1,KPMG is a great company to work for in terms of steadiness and work atmosphere. The mandates depends really on the partners. The work can be very interesting. If you like a bit of a challenge this is a great job.,Upper management can be full of incompetent people. From the top to the partners its difficult to find a leader who isn't self absorbed. Should consider keeping salaries aligned with the industry because the turnover is very high and many many people are underpaid for the number of hours they do.,Consulting
KPMG,1,Overtime Articling Hours Big 4 Experience Big firm resources,You're just a # Everyone hates you As a first year you are considered crap.   The best people leave before or just after they make Manager,Consulting
KPMG,1,Top 50 employer in toronto,Many member firms to navigate decisions,Consulting
KPMG,0,"Well known employer, great on the resume","Our particular office had extremely high performance expectations - your work needed to be flawless and you were expected to function at a level above your actual role. This meant alot of your personal time was spent researching technical information to come up with answers/suggestions to questions. Always have a legitamit, well researched suggestion prepared before you ask!",Consulting
KPMG,1,KPMG has a very friendly and supportive firm culture. There are many growth opportunities within the firm. People at KPMG really look out for your best interests and that's what differentiates the firm from other Big 4 firms.,"The type of work that you do starting out as a first-year and the hours may not be for everyone. But once you get past that, the people you work with are amazing and the advancement opportunities within the firm are pretty solid.",Consulting
KPMG,1,Great opportunities long term within the firm and outside Great insights into business operations and finances,Low salary at the start but picks up,Consulting
KPMG,1,Everyone working for this firm knows their stuff. They don't work for one of the largest accounting firms in the world for nothing.,"Their costs are sometimes a little higher then other smaller competitors, however this price is definitely offset by the amount of knowledge and expertise they have to offer.",Consulting
KPMG,1,"Work environment, professionalism, open culture",variable pay - but this is consistent across all big 4,Consulting
KPMG,1,- Fast space environment and competitive environment  ( you learn a lot) - Opportunity to grow  - salary is fair comparing to a lot of company out there. (you Can Do a lot of overtime) - management is always Supportive  -working hour Very flexible,- work load Can be Very demanding (depending on the season),Consulting
KPMG,NA,"Great people, lots of great social events Regular promotions and raises Engaged and approachable partners Supportive work environment Job is not overly demanding","Not always recognized for hard work and commitment to an engagement, depends on the manager. Jobs could be allocated more thoughtfully to provide a more even work/life balance for all staff and seniors.",Consulting
KPMG,NA,you get your ca designation,poor work life balance underpaid,Consulting
KPMG,NA,Lots of professional development and opportunities to learn are provided.  The career paths are well defined.  There is very little conflicts or drama within the firm's staff.  The networking opportunities are excellent.,"Although not specific to the firm but the busy season (working about 50-60 hours per week plus commute) every year (approx Jan - Apr) can really take its toll on personal relationships and your health.  Bonuses are not as high in industry.  Recording time in 6 minute increments to bill to client's can be annoying.  Almost certainly need to ""eat time"" to be a top performer (ex. only bill 30 hours when you really worked 35).  Moves around certain stat holidays to other times of the year means no long weekends for sometimes three months.",Consulting
KPMG,1,Good work life balance. Fantastic opportunities to advance professional growth.,Pay is not at par with a similar position in industry,Consulting
KPMG,0,"benefits were the only reason- certainly not the low pay and the overload of work, nor the constant nit pick and analyzing of your character - good or bad...","They load you up with insane amounts of work and then expect perfect results.  I would never recommend them to any client to trust them to do their work - the partners are so full of themselves with their egos and unrealistic workloads that they pass on, it is sad to see the sickening stress they put on all of the rest of their employees.",Consulting
KPMG,1,Enriching learning experience to work at KPMG,Not much growth opportunities within Department,Consulting
KPMG,NA,- training - benefits - Diversity of work,- hours - Unpaid overtime hours during evenings and weekends during Busy season - Poor work life balance. - Poor management training on soft skills needed to manage staff.,Consulting
KPMG,NA,Claim to be open minded. Great benefits and new building.,People terrified to make one stap wrong - culture of fear and everyone is fake. I've never worked with people who thought flowers should be sent for cancelling a meeting. Ridiculous!,Consulting
KPMG,NA,"They really do give employees good work/life balance. Other perks are a relaxed work environment, big Xmas party every year, etc.","If you are not an accountant, be prepared to get paid nothing, looked over for everything, and everyone will treat you like a second-class citizen. You will be the janitor of the high school. They don't pay non-accountants that much - and you will constantly be reminded of this everytime the new co-ops are hired and they (and they will) make more than you.",Consulting
KPMG,0,"- personal development opportunities were encouraged - Opportunity to volunteer as apart of KPMG - nice new building @ BAC, central Location downtown - lots of sunlight on office floors","- Very conservative work environment - Hierarchy was Very evident - corp culture to work later in order to complete a task - goal setting done by everyone is Great, but process to Do so makes it so cumbersome that it takes alot of the satisfaction out of it",Consulting
KPMG,1,"great environment, mentoring, growth opportunities","work life balance, high turnover",Consulting
KPMG,NA,"Training was good on an overall level, such as for the Tax code and concepts.  Having the firm's name on your resume is absolutely required by some companies in and outside the industry for employment at higher, more senior levels.    Management has a very high technical competency.  Promotion is based almost exclusively on that particular factor (note mention of this in the ""Con"" section as well).  The number and level of benefits is high, as is generally common for the industry.","Training on basic applications, such as proprietary software, and industry-standard software used by the firm was essentially non-existent.  Managers generally have little or no interest in training new staff; the general attitude seems to be ""sink or swim.""    As noted in the ""Pros"" section, management is very technically competent.  Unfortunately, this is virtually the only factor considered or valued.  People skills, training skills, and basic general management skills are, at best, considered irrelevant; at worst, they are looked down upon. Due to the nature of the industry and the personality types which are most suited to the work (especially compliance work), it is quite unusual to have both the necessary technical competence and people skills in the same package.  Criticisms of work performance are frequently presented in hyperbolic terms, and can be startlingly personal in nature:  ""careless"", ""sloppy"", etc., are frequently and casually thrown around even when there are a small number of insignificant errors.     Accounting firms, especially Big Four firms, are known for a ""churn and burn"" culture:  departures are frequent and tenures are not normally more than a few years.  Due to a steady influx of young (and naive) students, there is very little impetus for change in the work culture.  As an example, KPMG just recently allowed employees to begin wearing jeans on ""casual Friday"", more than a few years behind the curve.",Consulting
KPMG,1,It was great there I loved it. Great work environment. Decent pay. Learned lots. Overall fantastic place to start your career.,Could have possibly improved feedback systems. But overall the company is very good. I quite enjoyed my time there.,Consulting
KPMG,NA,- collabarative environment - Good learning opportunities,- Low Compensation - too hung up of administrative issues,Consulting
KPMG,1,"People, culture, support, growth and learning","Long hours, client demands, unpredictable times",Consulting
KPMG,0,The benefits are great..... and that's about it.  They pay is good but the atmosphere is horrible given that you are made to feel incompetent by the senior managers and partners.,The downside of working at KPMG was the lack of development for junior staff or being perceived as junior staff.  I have 15 years in my field and was still considered junior.  I know that I still have a lot to learn but I'm not at the same level as recent graduates.... bogus!,Consulting
KPMG,1,"kpmg is an excellent place to start ur career in accounting; you will get to work on various companies and in the process will learn about business; after few years of working at kpmg, u wll have an opportunity to jump ur salary by moving to industry","the work hour may not be that great, especially if there is a tight deadline to meet. this would vary depending on the engagemetn that ur assigned",Consulting
KPMG,1,"Great colleagues. Met some of my best friends here. Lots of resources. Quite fair, if you work hard, you will advance.","Work a lot of weekends, limited work/life balance",Consulting
KPMG,1,Transparent communication; excellent benefit package.  Amazing new head office in downtown Toronto - absolutely mindblowing.  Staff is very caring and committed.,"Career path for shared services staff is not very clear.  Hours can be completely crazy long, and eligibility for overtime is confusing.",Consulting
KPMG,NA,Opportunity to learn a lot about different industries from a financial reporting point of view. Great networking opportunities. Average age of staff is mid to late 20's which makes for a good social atmosphere.,"Difficult to maintain work-life balance due to cyclical nature of audit season, whereby work demands at time are unreasonable.  Very results-oriented culture, whereby your efforts are not always recognized unless audit files have high recoverability rates.  Constant pressure to meat deadlines is at times unreasonable given unpreparedness of many clients for year-end audit and financial statement distribution.  Despite your best efforts, promotions are typically given to those who sacrifice work-life balance and work unreasonable hours, leading to a culture whereby personal sacrifices must be made to climb the corporate ladder.",Consulting
KPMG,NA,- They pay for your CA training courses and provide workshops to help you through the education part of your CA training - you get to see a lot of different businesses - you get to work with some Really Good people,"- Working at KPMG for your CA, you start off in audit. It's not the firm's fault, but working as an auditor isn't always seen as a value-added service when you're out at the client and adding to their already high workload",Consulting
KPMG,NA,"The big 4 is a great place to launch your career. Apart from the name recognition that you get, KPMG provides great training opportunities, also treats and respect its people well.","Top heavy structure at Advisory. As you move up, sales become an all-important focus - resulting in too many ""fluffy"" Senior Managers who can talk their way through anything, but cannot deliver themselves. Pay is also poor compared to the other big 4 and the industry, generally $10,000 less than what you would get if you were to venture outside.",Consulting
KPMG,1,flexible work hours; great benefits; highly competent co-workers; challenging and engaging work; good opportunities for advancement; great personal development program; commitment to CSR,long hours can be draining; coordinating via different timezones makes doing your job more challenging; decentralized management structure makes reporting and accountability stressful,Consulting
KPMG,1,Great place to start for rewarding career,Long hours of work and very demanding,Consulting
KPMG,1,"- the people, especially management, are Very Supportive and recognize effort - provide Ample opportunities to learn by trying different types of work within the firm - benefit package is excellent","- Can improve utilization of staff, so that there is Less politics with getting assigned on jobs - Can use it tools such as intranet forums to share knowledge and experience",Consulting
KPMG,0,-excellent transferable skills to industry -Although some of Senior management Can be of Low quality there are alot of Senior managers that Do a Great overall job -Open door policy,-long hours - partners promise the moon to clients and expect staff to deliver -Partnership is what keeps employees working hard but Most will not make it to Partner and will be stuck with limited skill set to go to industry If Very Senior in the organization -Partner performance determines your promotions or bonus No matter how much you contribute to the practice,Consulting
KPMG,NA,- Develops Professional judgement - learn valuable business and financial skills,- Long hours (no work/life balance) - Significant travel time,Consulting
KPMG,NA,adequate amouts of time off is granted inlcuding back to back weeks,lack of recongnition and promotions are not based on merit,Consulting
KPMG,NA,The only reason I would work for KPMG is to get my CA designation.,"Although the recruitment team preaches work life balance, this is far from the truth.  Especially during busy season.  The team you are placed on either makes or breaks it for you.  When you are all cramped in a stuffy office for 15 hours a day for 2 months it helps to have a good team haha. Also overtime hours are not paid out to you.  But there has been new legislation regarding the eligibily of employees to be paid overtime.  Hopefully this will help in some respects.",Consulting
KPMG,1,professional development / career development,"long hours, low pay compared to industry, highly competitive environment",Consulting
KPMG,1,"Strong support to help pass UFE exam.  Excellent people.  As far as audit firms go, I would recommend KPMG in Vancouver.  KPMG paid overtime during my first two years, which for me was essentially travel time.  I was fortunate to get the opportunity to travel within Canada, USA, Central America and Africa.  These experiences alone were great.  However, KPMG is big enough, that if you don't want to travel, there are plenty of local jobs.","Auditing was not a rewarding job for me personally.  This is not a KPMG specific negative - it is more of a job specific negative.  Basically, regardless of how well you build relationships with clients, they are always happy to see you leave at the end of the audit.  I didn't enjoy that part of the job.",Consulting
KPMG,1,to get the experience needed to become a designated accountant,less feedback. too pushy. always wanted things to be done ASAP.,Consulting
KPMG,1,"KPMG treats their people better than some of the other big 4 companies out there. Much of this also depends on where you work (geographical area), and what area you work in (advisory / audit / tax). Generally the smaller the practice the better - you connect more with people in your groups on a personal level, you receive better feedback, better learning opportunities, more opportunities for career advancement within the practice.","* First impressions sticks, your first 60-90 days last forever - once you made a bad impression, it's hard to erase. On the other hand, good first impressions tend to last longer (than it should).  * Pay is also an area that KPMG can definitely improve on - it is probably one of the lowest among the big 4 group itself (and big 4 salary standard is not exactly high to begin with!) * Some groups are too top-heavy (3 to 1 Senior Management to Staff Ratio!!!) * As you move up to the top, you're expected to 'sell' more and more of KPMG's services.",Consulting
KPMG,NA,"average pay, good training program","long hours, political, have to know the right ppl.",Consulting
KPMG,1,"The best reason to work for KPMG is the people, the social events, and the benefits. With everyone being at such a young age it's almost like an extension of university. The company also has some pretty decent benefits compared to other large companies.","There are a couple downsides to working at KPMG. The first is the hours, which can sometimes be brutal during the first 3-4 months of the year (busy season). The other is the compensation, which will definately be lower than industry in your first 3 years. Once in management the salary evens out a bit, but the hours are still tough.",Consulting
KPMG,0,The benefits & good cooworkers,No upward mobility & lack of communication,Consulting
KPMG,1,Interesting and diverse projects and good compensation,Large organization in which it often takes forever to bring about much needed changes in how things work. Very risk averse culture - to the point of paralysis. Difficult to apply the often touted work-life balance. You work A LOT!,Consulting
KPMG,1,Excellent people and technical knowledge,Ongoing overly high expectations that sometimes are not realistic,Consulting
PwC,1,"Really great culture, amazing people, probably the best teams I've worked with during busy season",Long hours during busy season. Managers and partners don't care about how late you stay. The team and people makes up for it though.,Consulting
PwC,1,Firm is well recognized and a great launch point for your second job,You will make less than all your accounting and finance friends,Consulting
PwC,1,Amazing Culture and Great Team to work with,I am on the consulting team so work-life balance gets challenging sometimes,Consulting
PwC,1,Intelligent people. Challenging environment. Performance focused,Inconsistent leadership focused on self progression.,Consulting
PwC,1,"Collaboarative, innovative, and new technologies they explore. Good to work.",Timelines for contractors are always as busy as anywhere else.,Consulting
PwC,NA,Good place to start your career,Underpaid and overworked. Best to leave once qualifying.,Consulting
PwC,0,"- Highly ambitious people to work among. Most are new graduates so if you have a mature perspective on how to 1. approach your work and deadlines and 2. work professionally in a team environment you will outshine most others. - Great career prospects for BACK  OFFICE work- ie. FP&amp;A analyst, Financial Accountant/Analyst.","- Some of your managers are immature and likely never worked elsewhere in their lives- this impacts team dynamic more than anything.  - People are more so promoted for their technical skills... which can effect working culture and add to the stigma of needing to work unnecessary long hours, even when there is no work to do...  - Below market pay. Don't worry about pay just yet tho, yungins.  - DO NOT GO HERE IF YOU WANT FRONT OF HOUSE POSITIONS (e.g. Consultant, Investment Analyst or M&amp;A Associate - you should have tried harder in University). Only a select few individuals are drafted from audit to go here after 3 years at the firm... this about 1-2% of your intake year... and your intake year is already about 1% of applicants that get into the firm. Try harder in school but if you can't, then Big 4 is a great second chance at life. Unfortunately, being in a Cost centre role (ie. accounting) and not in a Profit centre (e.g consulting) is why people feel like they don't add value to society in this field.",Consulting
PwC,1,Work life balance Benefits are good,Changes are slow as complex,Consulting
PwC,NA,Strong investment into skills for a new economy,Work can be disengaging at times,Consulting
PwC,1,you learn a lot from there,hours are hectic and work life is non existent,Consulting
PwC,1,"Pay, teamwork, challenging, delivery oriented","Long hours,  tight deadlines, client focus",Consulting
PwC,1,Team members of similar age groups,Not enough staff or hours budgeted,Consulting
PwC,1,"Good benefits (health, wellness, psychological) Great people and teams  Great facilities  Pushing for innovation Starting vacation time 3weeks You get to learn a lot about different industries   Lots of exposure",No work life balance (12h days work 6 days a week during busy) Rarely allowed to work from home Very hierarchical  If the client is beside the office your milage cant be expensed,Consulting
PwC,NA,- Flexibility - option to work from home,- late hours - working weekends - travelling,Consulting
PwC,NA,Infrastructure and travel policies,"no work life balance, difficult to get projects/work you are interested in doing",Consulting
PwC,0,Learning and development Very smart and motivated peers Exciting projects / big clients,"Extremely competitive Very clique - especially younger consultants right out of Uni Easily written off Base decisions on ""Perception of an individual"" as opposed to objective views Utilization is a KPI and something that is used to drive Bonus - There isn't always work and though they say it is up to the consultant to get on projects, simple math doesn't allow that",Consulting
PwC,1,"Overall, working at PwC is an excellent experience. There are many opportunities to work on clients in a wide array of industries, and there is excellent exposure to different accounting &amp; auditing concepts; as an accounting student, I found this very beneficial since I was able to expand my knowledge of both accounting and auditing through performing my audit work.   Further, the employees at PwC are outstanding. All of the employees are friendly, approachable, and are more than willing to answer any questions that might arise.  Overall, an excellent working experience, and I strongly recommend to anyone interested in accounting and auditing to work at PwC.","I cannot think of any cons to my work term employment experience, as I enjoyed it all, from the work to the people.",Consulting
PwC,1,"You are pushed to succeed, given great opportunities to travel and learn. If you work hard, you are rewarded with opportunities above and beyond what an internship student could ever expect their responsibilities to be during a work term with the firm.","No cons really. Just know that you may work more than the average co-op student working in a different industry or company. If you're alright with that, then this is a great place for you.",Consulting
PwC,0,- you Really Do learn alot about accounting - experience depends on your team,- completely lied about values such as working from home and flex days. - Associates are on standby for inventory counts minimum one weekend every month for the entire year - seniors Can be Very condescending - Show absolutely No appreciation to employees - No autonomy - lowest health benefit in the A4,Consulting
PwC,0,"N/A, N/A, N/A, N/A, NA",no training for new employees.,Consulting
PwC,1,Fast paced learning environment. You learn how to auto manage yourself,you have to work long hours,Consulting
PwC,1,"Good cultural values, treats employees well.",Lower starting salary for entry level jobs.,Consulting
PwC,1,- lots of learning Opportunity - Great environment  - Good values  - access to interesting and exciting work,- Laggard in the market when it comes to consulting services - too many competing priorities  - lack of leadership and vision,Consulting
PwC,1,- Great opportunities at Junior and Mid-manager levels - Good Flexibility and ability to work from home   - access to Global industry knowledge - strong digital culture,- highly political with leaders who take credit for your work - Spotlight on favorites who get Great performance reviews while others Do the Heavy lifting and are not recognized  - need strong sponsor to progress - tendency to pigeon hole and typecast,Consulting
PwC,1,Great people and tons of challenges,long hours and learning on your own,Consulting
PwC,0,- Ideal for new graduates who are doing CPA program  - nice office,- Low pay - long term prospects are slim to none - favoritism  - If you end up with a Less competent manager your skills and hard work is not appreciated,Consulting
PwC,0,- Flexibility outside of Busy season,- long hours during Busy season - Low salary - Unnessary works,Consulting
PwC,1,Great linear advancement opportunities across service lines.,Its common to be pigeonholed into a particular service line based on business needs and preferences of senior management. Pushback is does not always yield the desired outcome.,Consulting
PwC,1,-Very flexible -Great mentors/opportunities to learn,-unpredictable -some Very Poor managers -not as accommodating to personal interests due to lack of staff,Consulting
PwC,1,PwC is a very good organisation to work for. Great work culture,None as of now which I can quote,Consulting
PwC,0,"Flexible work from home policy, fun company events, learned how to deal with adversity","They hired technical people to do an auditors job. The RAS technology program was not well thought out or well managed. There was no opportunity to use your technical skills which can negatively impact your career if you stay too long. Resource management was rigid, and did not support your career goals.",Consulting
PwC,NA,"Enjoyed my time there, learned a lot, different events on to keep employee morale up. Great co-workers","Didn't like how they ended the contract, invitation to next contract was given but overseen when time came",Consulting
PwC,1,"Global opportunities, flexibility, autonomy, diversity in projects",The size of the consulting practice can lead to deep silos,Consulting
PwC,0,"Smart people, interesting projects, nice office","Vert political, highly focused on utilization, high turnover",Consulting
PwC,NA,Flexible Good relationships Very friendly Vacations can be taken easily too,Less pay Benefits are less compared to the market,Consulting
PwC,NA,Great workplace coaching system. I learned lots. Culture supports asking questions. Met lots of good people here.,Hours. Sometimes really unreasonable budgets.,Consulting
PwC,1,Great culture and long lasting relationships,Long hours during busy season,Consulting
PwC,NA,- Good socials &amp; people,- not the best morale,Consulting
PwC,1,"Amazing staff, partners are supportive, learn a lot, continually growing technologies",Some (not all) individuals don’t value work life balance,Consulting
PwC,1,"Best big 4 firm, good reputation.",LONG hours depending on client,Consulting
PwC,1,"Work environment, exposure to senior management","Multiple activities, very political, no much work life balance",Consulting
PwC,NA,"Supportive team, great learning opportunities",Compliance work and busy season,Consulting
PwC,1,Great learning opportunities for obtaining the CPA designation Very competent co-workers,Long hours during busy season Clique culture,Consulting
PwC,1,Good opportunity and flexibility at firm,Pay and performance tracking could be better,Consulting
PwC,0,"Big Firm, Lots of different areas to gain exp.",Firm seems to just let people go without any 'reviews' or 'recommendations' on improvements in job performance!!  Leader did not even show up to this meeting because they were obviously afraid of what would be said to them!,Consulting
PwC,1,- Great people  - Variety of projects,- long hours - pressure to eat your hours,Consulting
PwC,1,Embrace flexible working Lots of training Good variety of work (in Deals),Pay not always in line with market  Sometimes very political,Consulting
PwC,1,- Learning &amp; development opportunities - Diverse  and inclusive culture - Flexible hours (able to work from home once a week) - Progression / growth opportunities,I haven't noticed any yet.,Consulting
PwC,0,"You can work with smart people, and who are serious about the accounting / audit career.",poor payment. poor management team,Consulting
PwC,NA,"Good team members Friendly, supportive staff","None, busy season hours were already ancitipated",Consulting
